utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,9.79 W,10.9,423.99,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,425.03,
0 %, 3 MiB, 24576 MiB,9.52 W,10.8,426.06,
0 %, 3 MiB, 24576 MiB,9.98 W,10.8,427.1,
0 %, 3 MiB, 24576 MiB,9.52 W,10.9,428.14,
0 %, 3 MiB, 24576 MiB,9.52 W,10.8,429.17,
0 %, 3 MiB, 24576 MiB,9.72 W,10.8,430.21,
0 %, 3 MiB, 24576 MiB,9.82 W,11.1,431.25,
0 %, 3 MiB, 24576 MiB,10.20 W,10.9,432.28,
0 %, 3 MiB, 24576 MiB,10.57 W,11.1,433.32,
0 %, 3 MiB, 24576 MiB,10.38 W,10.7,434.35,
0 %, 3 MiB, 24576 MiB,9.51 W,11.1,435.39,
0 %, 3 MiB, 24576 MiB,9.63 W,11.5,436.43,
0 %, 3 MiB, 24576 MiB,9.93 W,11.3,437.47,
0 %, 3 MiB, 24576 MiB,9.97 W,11.5,438.5,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,439.54,
0 %, 3 MiB, 24576 MiB,9.93 W,11.0,440.58,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,441.62,
0 %, 3 MiB, 24576 MiB,9.64 W,10.8,442.65,
0 %, 3 MiB, 24576 MiB,9.72 W,11.2,443.69,
0 %, 3 MiB, 24576 MiB,10.11 W,10.8,444.73,
0 %, 3 MiB, 24576 MiB,10.40 W,11.0,445.77,
0 %, 3 MiB, 24576 MiB,10.13 W,10.9,446.81,
0 %, 3 MiB, 24576 MiB,10.14 W,11.0,447.84,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,448.88,
0 %, 3 MiB, 24576 MiB,10.10 W,11.0,449.92,
0 %, 3 MiB, 24576 MiB,9.93 W,10.8,450.95,
0 %, 3 MiB, 24576 MiB,10.11 W,11.8,451.99,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,453.02,
0 %, 3 MiB, 24576 MiB,9.91 W,11.0,454.06,
0 %, 3 MiB, 24576 MiB,9.72 W,10.8,455.09,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,456.12,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,457.16,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,458.19,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,459.23,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,460.26,
0 %, 3 MiB, 24576 MiB,9.99 W,11.5,461.29,
0 %, 3 MiB, 24576 MiB,9.57 W,10.9,462.33,
0 %, 3 MiB, 24576 MiB,10.12 W,11.0,463.36,
0 %, 3 MiB, 24576 MiB,10.17 W,10.9,464.39,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,465.43,
0 %, 3 MiB, 24576 MiB,9.90 W,11.4,466.46,
0 %, 3 MiB, 24576 MiB,9.90 W,11.3,467.49,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,468.53,
0 %, 3 MiB, 24576 MiB,9.87 W,11.0,469.56,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,470.59,
0 %, 3 MiB, 24576 MiB,10.30 W,10.8,471.63,
0 %, 3 MiB, 24576 MiB,10.36 W,10.9,472.66,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,473.7,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,474.73,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,475.77,
0 %, 3 MiB, 24576 MiB,9.68 W,11.1,476.8,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,477.83,
0 %, 3 MiB, 24576 MiB,9.98 W,11.2,478.87,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,479.91,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,480.95,
0 %, 3 MiB, 24576 MiB,9.75 W,11.6,481.98,
0 %, 3 MiB, 24576 MiB,10.22 W,11.3,483.02,
0 %, 3 MiB, 24576 MiB,10.24 W,10.8,484.05,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,485.09,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,486.12,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,487.15,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,488.19,
0 %, 3 MiB, 24576 MiB,10.25 W,10.9,489.22,
0 %, 3 MiB, 24576 MiB,10.45 W,10.9,490.26,
0 %, 3 MiB, 24576 MiB,10.52 W,11.0,491.29,
0 %, 3 MiB, 24576 MiB,9.59 W,11.0,492.32,
0 %, 3 MiB, 24576 MiB,9.67 W,11.3,493.36,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,494.39,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,495.42,
0 %, 3 MiB, 24576 MiB,9.90 W,11.8,496.46,
0 %, 3 MiB, 24576 MiB,10.06 W,11.3,497.49,
0 %, 3 MiB, 24576 MiB,9.98 W,11.6,498.53,
0 %, 3 MiB, 24576 MiB,10.00 W,10.8,499.56,
0 %, 3 MiB, 24576 MiB,10.18 W,11.0,500.59,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,501.63,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,502.66,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,503.69,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,504.73,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,505.76,
0 %, 3 MiB, 24576 MiB,9.91 W,11.1,506.79,
0 %, 3 MiB, 24576 MiB,10.16 W,11.0,507.83,
0 %, 3 MiB, 24576 MiB,10.16 W,10.8,508.86,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,509.9,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,510.93,
0 %, 3 MiB, 24576 MiB,10.09 W,11.6,511.96,
0 %, 3 MiB, 24576 MiB,9.64 W,11.4,513.0,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,514.03,
0 %, 3 MiB, 24576 MiB,10.08 W,10.8,515.06,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,516.1,
0 %, 3 MiB, 24576 MiB,9.88 W,11.0,517.13,
0 %, 3 MiB, 24576 MiB,9.74 W,11.1,518.16,
0 %, 3 MiB, 24576 MiB,9.62 W,10.9,519.2,
0 %, 3 MiB, 24576 MiB,9.89 W,10.7,520.23,
0 %, 3 MiB, 24576 MiB,9.31 W,10.9,521.26,
0 %, 3 MiB, 24576 MiB,10.31 W,11.3,522.3,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,523.33,
0 %, 3 MiB, 24576 MiB,9.98 W,10.9,524.37,
0 %, 3 MiB, 24576 MiB,9.69 W,10.8,525.4,
0 %, 3 MiB, 24576 MiB,9.78 W,11.7,526.43,
0 %, 3 MiB, 24576 MiB,9.96 W,12.5,527.47,
0 %, 3 MiB, 24576 MiB,9.87 W,11.1,528.5,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,529.54,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,530.57,
0 %, 3 MiB, 24576 MiB,10.06 W,11.1,531.6,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,532.64,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,533.67,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,534.7,
0 %, 3 MiB, 24576 MiB,9.66 W,10.7,535.74,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,536.77,
0 %, 3 MiB, 24576 MiB,10.57 W,11.2,537.8,
0 %, 3 MiB, 24576 MiB,9.42 W,10.8,538.84,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,539.87,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,540.91,
0 %, 3 MiB, 24576 MiB,10.09 W,11.9,541.94,
0 %, 3 MiB, 24576 MiB,9.74 W,11.0,542.98,
0 %, 3 MiB, 24576 MiB,9.74 W,11.2,544.01,
0 %, 3 MiB, 24576 MiB,9.50 W,11.1,545.05,
0 %, 3 MiB, 24576 MiB,9.51 W,11.0,546.08,
0 %, 3 MiB, 24576 MiB,9.28 W,11.0,547.11,
0 %, 3 MiB, 24576 MiB,9.56 W,10.9,548.15,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,549.18,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,550.21,
0 %, 3 MiB, 24576 MiB,9.35 W,11.0,551.25,
0 %, 3 MiB, 24576 MiB,9.44 W,11.1,552.28,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,553.32,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,554.35,
0 %, 3 MiB, 24576 MiB,10.18 W,10.9,555.38,
0 %, 3 MiB, 24576 MiB,10.57 W,11.5,556.42,
0 %, 3 MiB, 24576 MiB,10.20 W,11.0,557.45,
0 %, 3 MiB, 24576 MiB,9.69 W,11.7,558.48,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,559.52,
0 %, 3 MiB, 24576 MiB,9.92 W,11.1,560.55,
0 %, 3 MiB, 24576 MiB,9.70 W,10.7,561.58,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,562.62,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,563.66,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,564.69,
0 %, 3 MiB, 24576 MiB,10.23 W,10.7,565.72,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,566.76,
0 %, 3 MiB, 24576 MiB,9.98 W,12.5,567.79,
0 %, 3 MiB, 24576 MiB,9.88 W,11.0,568.83,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,569.86,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,570.89,
0 %, 3 MiB, 24576 MiB,10.17 W,11.7,571.93,
0 %, 3 MiB, 24576 MiB,9.46 W,11.3,572.96,
0 %, 3 MiB, 24576 MiB,9.93 W,11.2,574.0,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,575.04,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,576.08,
0 %, 3 MiB, 24576 MiB,10.28 W,11.0,577.11,
0 %, 3 MiB, 24576 MiB,9.62 W,10.8,578.15,
0 %, 3 MiB, 24576 MiB,9.70 W,10.8,579.19,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,580.23,
0 %, 3 MiB, 24576 MiB,10.06 W,11.1,581.26,
0 %, 3 MiB, 24576 MiB,10.14 W,11.2,582.3,
0 %, 3 MiB, 24576 MiB,9.96 W,10.9,583.34,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,584.38,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,585.41,
0 %, 3 MiB, 24576 MiB,10.57 W,11.6,586.45,
0 %, 3 MiB, 24576 MiB,10.31 W,10.9,587.49,
0 %, 3 MiB, 24576 MiB,10.72 W,10.8,588.52,
0 %, 3 MiB, 24576 MiB,10.54 W,11.2,589.55,
0 %, 3 MiB, 24576 MiB,9.65 W,10.9,590.59,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,591.62,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,592.65,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,593.69,
0 %, 3 MiB, 24576 MiB,10.56 W,10.9,594.72,
0 %, 3 MiB, 24576 MiB,10.49 W,11.0,595.75,
0 %, 3 MiB, 24576 MiB,9.87 W,11.0,596.79,
0 %, 3 MiB, 24576 MiB,10.21 W,11.3,597.82,
0 %, 3 MiB, 24576 MiB,10.35 W,11.0,598.86,
0 %, 3 MiB, 24576 MiB,10.15 W,10.9,599.89,
0 %, 3 MiB, 24576 MiB,10.20 W,10.9,600.93,
0 %, 3 MiB, 24576 MiB,10.19 W,11.9,601.96,
0 %, 3 MiB, 24576 MiB,10.10 W,11.1,602.99,
0 %, 3 MiB, 24576 MiB,10.15 W,11.2,604.03,
0 %, 3 MiB, 24576 MiB,10.04 W,10.8,605.06,
0 %, 3 MiB, 24576 MiB,10.34 W,11.0,606.1,
0 %, 3 MiB, 24576 MiB,10.48 W,10.8,607.13,
0 %, 3 MiB, 24576 MiB,10.73 W,10.9,608.16,
0 %, 3 MiB, 24576 MiB,10.47 W,10.9,609.2,
0 %, 3 MiB, 24576 MiB,10.16 W,11.0,610.23,
0 %, 3 MiB, 24576 MiB,10.52 W,10.8,611.26,
0 %, 3 MiB, 24576 MiB,10.37 W,10.9,612.3,
0 %, 3 MiB, 24576 MiB,10.40 W,11.2,613.33,
0 %, 3 MiB, 24576 MiB,10.38 W,11.0,614.36,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,615.4,
0 %, 3 MiB, 24576 MiB,9.92 W,11.4,616.43,
0 %, 3 MiB, 24576 MiB,9.72 W,10.8,617.47,
0 %, 3 MiB, 24576 MiB,9.75 W,12.2,618.5,
0 %, 3 MiB, 24576 MiB,10.67 W,11.7,619.53,
0 %, 3 MiB, 24576 MiB,10.65 W,11.0,620.57,
0 %, 3 MiB, 24576 MiB,10.44 W,11.4,621.6,
0 %, 3 MiB, 24576 MiB,10.33 W,11.2,622.63,
0 %, 3 MiB, 24576 MiB,10.09 W,11.1,623.67,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,624.7,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,625.73,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,626.77,
0 %, 3 MiB, 24576 MiB,10.48 W,11.0,627.8,
0 %, 3 MiB, 24576 MiB,10.27 W,10.9,628.83,
0 %, 3 MiB, 24576 MiB,10.71 W,11.0,629.87,
0 %, 3 MiB, 24576 MiB,10.49 W,10.9,630.9,
0 %, 3 MiB, 24576 MiB,10.53 W,11.5,631.93,
0 %, 3 MiB, 24576 MiB,10.05 W,10.9,632.97,
0 %, 3 MiB, 24576 MiB,10.56 W,11.0,634.0,
0 %, 3 MiB, 24576 MiB,10.08 W,11.2,635.03,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,636.07,
0 %, 3 MiB, 24576 MiB,9.83 W,10.8,637.1,
0 %, 3 MiB, 24576 MiB,9.83 W,11.0,638.14,
0 %, 3 MiB, 24576 MiB,10.19 W,10.9,639.17,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,640.2,
0 %, 3 MiB, 24576 MiB,9.79 W,11.1,641.24,
0 %, 3 MiB, 24576 MiB,10.21 W,10.8,642.27,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,643.3,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,644.34,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,645.37,
0 %, 3 MiB, 24576 MiB,9.95 W,11.7,646.41,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,647.44,
0 %, 3 MiB, 24576 MiB,9.92 W,10.8,648.47,
0 %, 3 MiB, 24576 MiB,9.86 W,11.2,649.51,
0 %, 3 MiB, 24576 MiB,10.34 W,10.9,650.54,
0 %, 3 MiB, 24576 MiB,10.24 W,11.0,651.57,
0 %, 3 MiB, 24576 MiB,9.80 W,10.8,652.61,
0 %, 3 MiB, 24576 MiB,10.17 W,11.1,653.64,
0 %, 3 MiB, 24576 MiB,10.12 W,10.9,654.68,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,655.71,
0 %, 3 MiB, 24576 MiB,9.66 W,10.8,656.74,
0 %, 3 MiB, 24576 MiB,10.18 W,10.8,657.78,
0 %, 3 MiB, 24576 MiB,10.14 W,11.2,658.81,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,659.84,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,660.88,
0 %, 3 MiB, 24576 MiB,9.77 W,11.8,661.92,
0 %, 3 MiB, 24576 MiB,10.35 W,10.9,662.95,
0 %, 3 MiB, 24576 MiB,10.46 W,10.8,663.98,
0 %, 3 MiB, 24576 MiB,10.59 W,11.2,665.02,
0 %, 3 MiB, 24576 MiB,10.14 W,10.8,666.05,
0 %, 3 MiB, 24576 MiB,10.44 W,11.2,667.08,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,668.12,
0 %, 3 MiB, 24576 MiB,10.34 W,10.9,669.15,
0 %, 3 MiB, 24576 MiB,10.15 W,11.1,670.19,
0 %, 3 MiB, 24576 MiB,9.95 W,10.7,671.22,
0 %, 3 MiB, 24576 MiB,10.27 W,11.0,672.25,
0 %, 3 MiB, 24576 MiB,10.37 W,11.0,673.29,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,674.32,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,675.35,
0 %, 3 MiB, 24576 MiB,9.95 W,12.1,676.39,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,677.42,
0 %, 3 MiB, 24576 MiB,10.03 W,11.3,678.46,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,679.49,
0 %, 3 MiB, 24576 MiB,9.62 W,11.1,680.52,
0 %, 3 MiB, 24576 MiB,9.83 W,11.2,681.56,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,682.59,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,683.63,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,684.66,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,685.69,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,686.73,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,687.76,
0 %, 3 MiB, 24576 MiB,10.29 W,11.2,688.8,
0 %, 3 MiB, 24576 MiB,9.92 W,10.9,689.83,
0 %, 3 MiB, 24576 MiB,9.52 W,10.8,690.86,
0 %, 3 MiB, 24576 MiB,9.94 W,11.9,691.9,
0 %, 3 MiB, 24576 MiB,9.64 W,11.0,692.93,
0 %, 3 MiB, 24576 MiB,9.42 W,10.8,693.97,
0 %, 3 MiB, 24576 MiB,9.28 W,11.1,695.0,
0 %, 3 MiB, 24576 MiB,10.15 W,11.3,696.04,
0 %, 3 MiB, 24576 MiB,10.68 W,10.9,697.07,
0 %, 3 MiB, 24576 MiB,10.21 W,10.9,698.11,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,699.15,
0 %, 3 MiB, 24576 MiB,9.73 W,10.7,700.18,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,701.22,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,702.26,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,703.3,
0 %, 3 MiB, 24576 MiB,9.76 W,11.1,704.33,
0 %, 3 MiB, 24576 MiB,9.51 W,11.1,705.37,
0 %, 3 MiB, 24576 MiB,9.71 W,11.8,706.41,
0 %, 3 MiB, 24576 MiB,10.19 W,10.8,707.45,
0 %, 3 MiB, 24576 MiB,9.81 W,11.1,708.48,
0 %, 3 MiB, 24576 MiB,9.85 W,10.8,709.52,
0 %, 3 MiB, 24576 MiB,9.40 W,11.4,710.56,
0 %, 3 MiB, 24576 MiB,9.30 W,10.9,711.59,
0 %, 3 MiB, 24576 MiB,9.84 W,10.7,712.63,
0 %, 3 MiB, 24576 MiB,10.20 W,11.0,713.66,
0 %, 3 MiB, 24576 MiB,10.32 W,10.7,714.69,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,715.73,
0 %, 3 MiB, 24576 MiB,9.65 W,10.9,716.76,
0 %, 3 MiB, 24576 MiB,9.72 W,11.1,717.79,
0 %, 3 MiB, 24576 MiB,10.10 W,11.2,718.83,
0 %, 3 MiB, 24576 MiB,9.72 W,11.0,719.86,
0 %, 3 MiB, 24576 MiB,9.45 W,11.0,720.9,
0 %, 3 MiB, 24576 MiB,9.78 W,11.9,721.93,
0 %, 3 MiB, 24576 MiB,9.76 W,10.9,722.97,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,724.0,
0 %, 3 MiB, 24576 MiB,9.82 W,10.8,725.03,
0 %, 3 MiB, 24576 MiB,9.62 W,11.5,726.07,
0 %, 3 MiB, 24576 MiB,9.86 W,10.8,727.1,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,728.14,
0 %, 3 MiB, 24576 MiB,10.16 W,10.8,729.18,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,730.21,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,731.25,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,732.29,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,733.32,
0 %, 3 MiB, 24576 MiB,9.52 W,11.3,734.35,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,735.39,
0 %, 3 MiB, 24576 MiB,9.68 W,11.5,736.42,
0 %, 3 MiB, 24576 MiB,9.55 W,11.0,737.45,
0 %, 3 MiB, 24576 MiB,9.34 W,11.7,738.49,
0 %, 3 MiB, 24576 MiB,9.39 W,10.8,739.52,
0 %, 3 MiB, 24576 MiB,9.19 W,11.0,740.56,
0 %, 3 MiB, 24576 MiB,9.74 W,11.2,741.59,
0 %, 3 MiB, 24576 MiB,9.76 W,11.1,742.62,
0 %, 3 MiB, 24576 MiB,9.27 W,10.8,743.66,
0 %, 3 MiB, 24576 MiB,9.37 W,11.0,744.69,
0 %, 3 MiB, 24576 MiB,10.12 W,11.0,745.72,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,746.76,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,747.79,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,748.82,
0 %, 3 MiB, 24576 MiB,9.91 W,11.3,749.86,
0 %, 3 MiB, 24576 MiB,9.65 W,10.9,750.89,
0 %, 3 MiB, 24576 MiB,9.50 W,11.9,751.93,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,752.96,
0 %, 3 MiB, 24576 MiB,9.75 W,11.2,753.99,
0 %, 3 MiB, 24576 MiB,9.80 W,10.8,755.03,
0 %, 3 MiB, 24576 MiB,9.31 W,11.5,756.06,
0 %, 3 MiB, 24576 MiB,9.46 W,11.2,757.1,
0 %, 3 MiB, 24576 MiB,9.23 W,10.9,758.13,
0 %, 3 MiB, 24576 MiB,9.57 W,10.8,759.16,
0 %, 3 MiB, 24576 MiB,9.49 W,11.0,760.2,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,761.23,
0 %, 3 MiB, 24576 MiB,9.13 W,10.7,762.26,
0 %, 3 MiB, 24576 MiB,9.72 W,11.0,763.3,
0 %, 3 MiB, 24576 MiB,9.44 W,11.1,764.33,
0 %, 3 MiB, 24576 MiB,9.30 W,11.0,765.37,
0 %, 3 MiB, 24576 MiB,9.56 W,12.1,766.4,
0 %, 3 MiB, 24576 MiB,9.38 W,13.1,767.43,
0 %, 3 MiB, 24576 MiB,9.30 W,13.3,768.47,
0 %, 3 MiB, 24576 MiB,9.34 W,12.2,769.5,
0 %, 3 MiB, 24576 MiB,9.29 W,12.9,770.53,
0 %, 3 MiB, 24576 MiB,9.43 W,13.5,771.57,
0 %, 3 MiB, 24576 MiB,9.56 W,11.2,772.6,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,773.63,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,774.67,
0 %, 3 MiB, 24576 MiB,9.67 W,10.9,775.7,
0 %, 3 MiB, 24576 MiB,9.85 W,10.8,776.74,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,777.77,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,778.8,
0 %, 3 MiB, 24576 MiB,9.83 W,11.2,779.84,
0 %, 3 MiB, 24576 MiB,10.27 W,10.9,780.87,
0 %, 3 MiB, 24576 MiB,10.04 W,11.6,781.9,
0 %, 3 MiB, 24576 MiB,9.83 W,11.0,782.94,
0 %, 3 MiB, 24576 MiB,9.82 W,10.7,783.98,
0 %, 3 MiB, 24576 MiB,9.87 W,11.0,785.01,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,786.04,
0 %, 3 MiB, 24576 MiB,9.73 W,11.2,787.08,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,788.11,
0 %, 3 MiB, 24576 MiB,9.60 W,10.9,789.15,
0 %, 3 MiB, 24576 MiB,9.24 W,11.0,790.18,
0 %, 3 MiB, 24576 MiB,9.41 W,10.9,791.21,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,792.25,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,793.28,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,794.32,
0 %, 3 MiB, 24576 MiB,8.94 W,11.2,795.35,
0 %, 3 MiB, 24576 MiB,9.47 W,11.7,796.38,
0 %, 3 MiB, 24576 MiB,9.41 W,11.0,797.42,
0 %, 3 MiB, 24576 MiB,9.90 W,11.7,798.45,
0 %, 3 MiB, 24576 MiB,9.35 W,10.9,799.48,
0 %, 3 MiB, 24576 MiB,9.65 W,11.0,800.52,
0 %, 3 MiB, 24576 MiB,9.28 W,11.0,801.55,
0 %, 3 MiB, 24576 MiB,9.25 W,10.9,802.59,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,803.62,
0 %, 3 MiB, 24576 MiB,9.21 W,10.8,804.65,
0 %, 3 MiB, 24576 MiB,9.51 W,10.9,805.69,
0 %, 3 MiB, 24576 MiB,9.44 W,10.7,806.72,
0 %, 3 MiB, 24576 MiB,9.41 W,11.1,807.75,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,808.79,
0 %, 3 MiB, 24576 MiB,9.61 W,11.1,809.82,
0 %, 3 MiB, 24576 MiB,9.12 W,10.9,810.86,
0 %, 3 MiB, 24576 MiB,9.65 W,11.7,811.89,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,812.92,
0 %, 3 MiB, 24576 MiB,9.35 W,10.9,813.96,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,814.99,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,816.02,
0 %, 3 MiB, 24576 MiB,9.57 W,11.5,817.06,
0 %, 3 MiB, 24576 MiB,9.33 W,10.9,818.09,
0 %, 3 MiB, 24576 MiB,9.30 W,10.8,819.13,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,820.16,
0 %, 3 MiB, 24576 MiB,9.41 W,11.1,821.19,
0 %, 3 MiB, 24576 MiB,9.47 W,10.9,822.23,
0 %, 3 MiB, 24576 MiB,9.29 W,10.9,823.26,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,824.29,
0 %, 3 MiB, 24576 MiB,9.56 W,11.1,825.33,
0 %, 3 MiB, 24576 MiB,9.36 W,11.5,826.36,
0 %, 3 MiB, 24576 MiB,9.76 W,10.9,827.4,
0 %, 3 MiB, 24576 MiB,9.98 W,10.7,828.43,
0 %, 3 MiB, 24576 MiB,9.81 W,11.1,829.46,
0 %, 3 MiB, 24576 MiB,9.82 W,10.8,830.49,
0 %, 3 MiB, 24576 MiB,9.77 W,10.7,831.53,
0 %, 3 MiB, 24576 MiB,9.78 W,11.3,832.56,
0 %, 3 MiB, 24576 MiB,9.79 W,11.0,833.6,
0 %, 3 MiB, 24576 MiB,9.75 W,10.9,834.63,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,835.66,
0 %, 3 MiB, 24576 MiB,9.61 W,10.8,836.7,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,837.73,
0 %, 3 MiB, 24576 MiB,10.12 W,11.0,838.76,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,839.8,
0 %, 3 MiB, 24576 MiB,10.12 W,11.5,840.83,
0 %, 3 MiB, 24576 MiB,9.99 W,11.5,841.87,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,842.9,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,843.93,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,844.97,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,846.0,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,847.04,
